EDCS-ID	publication	province	place	dating_from	dating_to	date_not_before	date_not_after	status	inscription	inscription_conservative_cleaning	inscription_interpretive_cleaning	material	comment	latitude	longitude	language	photo	partner_link	extra_text	extra_html	raw_dating
EDCS-12500347	AE 1998, 01517e	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis					mulieres;  nomen singulare	Primil(l)a	Primila	Primilla	lapis		32.652183	14.268010						
EDCS-82200013	AE 2003, 01903 = SEG-53, 00168 = IRT 01072	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis					mulieres;  tituli sacri;  tria nomina;  viri	[Ζ]εὺς Σ[άραπις(?)] // Διὶ Ἡλίῳ μεγά/λῳ Σαράπιδι καὶ τοῖς / συννάοις θεοῖς / Αὐρήλιος Διόσκορος σὺν / Αὐρηλίῳ Διοσκόρῳ τῷ πατρὶ / καὶ Αὐρηλίᾳ Θεωδώρᾳ τῇ ἀδελφῇ / καὶ Κανσυληίᾳ Κλαυδιανῇ τῇ / συμβίῳ καὶ τοῖς τέκνοις Αὐρηλί/ῳ Διοσκόρῳ καὶ Αὐρηλίᾳ Εὐτυ/χίᾳ καὶ τοῖς τῆς ἀδελφῆς τέ/κνοις Αὐρηλίῳ Ποτάμωνι καὶ / Αὐρηλίᾳ Θεοδώρᾳ καὶ Αὐρηλίῳ / Ποτάμωνι τῷ τούτων πατρί / ἐπιφανεστάτῳ θεῷ ἐκ μεγά/λης νόσους εὐχαρι/στήριον ἀνέθηκα ἐπʼἀγαθῷ	εὺς Σ Διὶ Ἡλίῳ μεγάλῳ Σαράπιδι καὶ τοῖς συννάοις θεοῖς Αὐρήλιος Διόσκορος σὺν Αὐρηλίῳ Διοσκόρῳ τῷ πατρὶ καὶ Αὐρηλίᾳ Θεωδώρᾳ τῇ ἀδελφῇ καὶ Κανσυληίᾳ Κλαυδιανῇ τῇ συμβίῳ καὶ τοῖς τέκνοις Αὐρηλίῳ Διοσκόρῳ καὶ Αὐρηλίᾳ Εὐτυχίᾳ καὶ τοῖς τῆς ἀδελφῆς τέκνοις Αὐρηλίῳ Ποτάμωνι καὶ Αὐρηλίᾳ Θεοδώρᾳ καὶ Αὐρηλίῳ Ποτάμωνι τῷ τούτων πατρί ἐπιφανεστάτῳ θεῷ ἐκ μεγάλης νόσους εὐχαριστήριον ἀνέθηκα ἐπʼἀγαθῷ	Ζεὺς Σάραπις Διὶ Ἡλίῳ μεγάλῳ Σαράπιδι καὶ τοῖς συννάοις θεοῖς Αὐρήλιος Διόσκορος σὺν Αὐρηλίῳ Διοσκόρῳ τῷ πατρὶ καὶ Αὐρηλίᾳ Θεωδώρᾳ τῇ ἀδελφῇ καὶ Κανσυληίᾳ Κλαυδιανῇ τῇ συμβίῳ καὶ τοῖς τέκνοις Αὐρηλίῳ Διοσκόρῳ καὶ Αὐρηλίᾳ Εὐτυχίᾳ καὶ τοῖς τῆς ἀδελφῆς τέκνοις Αὐρηλίῳ Ποτάμωνι καὶ Αὐρηλίᾳ Θεοδώρᾳ καὶ Αὐρηλίῳ Ποτάμωνι τῷ τούτων πατρί ἐπιφανεστάτῳ θεῷ ἐκ μεγάλης νόσους εὐχαριστήριον ἀνέθηκα ἐπʼἀγαθῷ	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1072.html;P323914			
EDCS-82200014	AE 2003, 01904 = SEG-53, 00169 = IRT 01073	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis					mulieres;  tituli sacri;  tria nomina;  viri	Διοσκορο[3] / κλύτου μα[3]ος / Αὐρήλιο[ς Διόσκορος] / σὺν Αὐρηλ[ίῳ Διοσκόρ]ῳ / τῷ πατρὶ κ[αὶ Αὐρηλίᾳ] Θε/[ο]δώρᾳ τῇ [ἀδελφῇ καὶ] / [Κα]νουληίᾳ Κλαυδιανῇ / [τῇ] συμβίῳ καὶ τοῖς τέκν/[ο]ις Αὐρηλίῳ Διοσκόρῳ / καὶ Αὐρηλίᾳ Εὐτυχίᾳ / καὶ τοῖς τῆς ἀδελφῆ[ς] / τέκνοις Αὐρηλίῳ Πο/τάμωνι καὶ Αὐρηλίᾳ / Θεοδώρᾳ καὶ Αὐρη/λίῳ Ποτάμωνι / τῷ τούτων πατρί / Δία Ὕψιστον ἀνέ/θηκεν ἐπʼ ἀγαθῷ	Διοσκορο κλύτου μα ος Αὐρήλιο σὺν Αὐρηλ ῳ τῷ πατρὶ κ Θε δώρᾳ τῇ νουληίᾳ Κλαυδιανῇ συμβίῳ καὶ τοῖς τέκν ις Αὐρηλίῳ Διοσκόρῳ καὶ Αὐρηλίᾳ Εὐτυχίᾳ καὶ τοῖς τῆς ἀδελφῆ τέκνοις Αὐρηλίῳ Ποτάμωνι καὶ Αὐρηλίᾳ Θεοδώρᾳ καὶ Αὐρηλίῳ Ποτάμωνι τῷ τούτων πατρί Δία Ὕψιστον ἀνέθηκεν ἐπʼ ἀγαθῷ	Διοσκορο κλύτου μα ος Αὐρήλιος Διόσκορος σὺν Αὐρηλίῳ Διοσκόρῳ τῷ πατρὶ καὶ Αὐρηλίᾳ Θεοδώρᾳ τῇ ἀδελφῇ καὶ Κανουληίᾳ Κλαυδιανῇ τῇ συμβίῳ καὶ τοῖς τέκνοις Αὐρηλίῳ Διοσκόρῳ καὶ Αὐρηλίᾳ Εὐτυχίᾳ καὶ τοῖς τῆς ἀδελφῆς τέκνοις Αὐρηλίῳ Ποτάμωνι καὶ Αὐρηλίᾳ Θεοδώρᾳ καὶ Αὐρηλίῳ Ποτάμωνι τῷ τούτων πατρί Δία Ὕψιστον ἀνέθηκεν ἐπʼ ἀγαθῷ	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1073.html;P323915			
EDCS-82200015	AE 2003, 01905 = SEG-53, 00170 = IRT 01074	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis					tituli sacri;  viri	Aὐρήλ[ιος 3] // Ἄμμω]ν Ὕψ[ιστος]	Aὐρήλ ν Ὕψ	Aὐρήλιος Ἄμμων Ὕψιστος	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1074.html;P323916			
EDCS-82200016	AE 2003, 01907 = SEG-53, 00172 = IRT 01075	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis					tituli sacri;  tria nomina;  viri	[Ἀνί]κητος // Διὶ Ἡλίῳ μεγά/λῳ Σαράπιδι / καὶ τοῖς συννά/οις θεοῖς / Μ(ᾶρκος) Αὐρήλιος Πε/τρώνιος ὁ καὶ Δη/μήτριος / εὐξάμενος ἀνέ/θηκα	κητος Διὶ Ἡλίῳ μεγάλῳ Σαράπιδι καὶ τοῖς συννάοις θεοῖς Μ Αὐρήλιος Πετρώνιος ὁ καὶ Δημήτριος εὐξάμενος ἀνέθηκα	Ἀνίκητος Διὶ Ἡλίῳ μεγάλῳ Σαράπιδι καὶ τοῖς συννάοις θεοῖς Μᾶρκος Αὐρήλιος Πετρώνιος ὁ καὶ Δημήτριος εὐξάμενος ἀνέθηκα	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1075.html;P323918			
EDCS-82200017	AE 2003, 01908 = SEG-53, 00173 = IRT 01076	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis					mulieres;  tituli sacri;  tria nomina;  viri	Διὶ Ἡλίῳ με/γάλῳ Σαράπι/δι καὶ τοῖς / συννάοις θε/οῖς / Αὐρ(ήλιος) [Ὠρ]ιγένης / ὁ καὶ / Ἀθηνόδωρος / σὺν τῇ / θυγατρὶ // ἀνέθη/καν / καὶ σύμ(βιος?) / [Γ]ελ(λ)ία(?) / Ἀσκα[	Διὶ Ἡλίῳ μεγάλῳ Σαράπιδι καὶ τοῖς συννάοις θεοῖς Αὐρ ιγένης ὁ καὶ Ἀθηνόδωρος σὺν τῇ θυγατρὶ ἀνέθηκαν καὶ σύμ ελία Ἀσκα	Διὶ Ἡλίῳ μεγάλῳ Σαράπιδι καὶ τοῖς συννάοις θεοῖς Αὐρήλιος Ὠριγένης ὁ καὶ Ἀθηνόδωρος σὺν τῇ θυγατρὶ ἀνέθηκαν καὶ σύμβιος Γελλία Ἀσκα	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1076.html;P323919			
EDCS-82200018	AE 2003, 01909 = SEG-53, 00174 = IRT 01077	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis					mulieres;  tituli sacri;  tria nomina	Διὶ Ἡλί[ῳ] με/γάλῳ Σαράπι/[δ]ι καὶ τοῖς / συννάοις θε/οῖς / Αὐρ(ήλιος) Ὠριγένης / ὁ καὶ / Ἀθηνόδωρος / σὺν τῇ / [θυ]γα[τρί]	Διὶ Ἡλί μεγάλῳ Σαράπι ι καὶ τοῖς συννάοις θεοῖς Αὐρ Ὠριγένης ὁ καὶ Ἀθηνόδωρος σὺν τῇ γα	Διὶ Ἡλίῳ μεγάλῳ Σαράπιδι καὶ τοῖς συννάοις θεοῖς Αὐρήλιος Ὠριγένης ὁ καὶ Ἀθηνόδωρος σὺν τῇ θυγατρί	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1077.html;P323920			
EDCS-82200019	AE 2003, 01913 = SEG-53, 00178 = IRT 01078	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis					tituli sacri;  tria nomina;  viri	Διὶ Ἡλίῳ μεγά[λῳ] / [Σαράπιδι] καὶ τοῖς / [συννά]οις θεοῖς / Λ(ούκιος) Αὐρήλιος Ἱέραξ / ἀνέθηκεν	Διὶ Ἡλίῳ μεγά καὶ τοῖς οις θεοῖς Λ Αὐρήλιος Ἱέραξ ἀνέθηκεν	Διὶ Ἡλίῳ μεγάλῳ Σαράπιδι καὶ τοῖς συννάοις θεοῖς Λούκιος Αὐρήλιος Ἱέραξ ἀνέθηκεν	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1078.html;P323924			
EDCS-82200012	AE 2003, 01919 = SEG-53, 00166 = SEG-53, 00167 = IRT 01071	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis	271	330	271	330	milites;  tituli sacri;  viri	[Δ 3] / [Ο 3] / [Υ 3] / [Λ 3] / [Κ 3] δωτήρ τε κα[ὶ 3] / [ἱπ]πεὺς Αὐσονίων πατρόθεν Ε․[3] / ταῦτα μὲν οὖν θεὸς οἶδέ τινος πε[3] / ἵλαον αὐτὸν ἔχειν εἰς βί[ον] εὐξαμ[εν 1] / ὄφρα δὲ καί συ μάθῃς τ[ήρει διὰ το]ὔνομα γράμμα / σοῖσιν ἐν ὀφθ[α]λμοῖς [ἀρχ]όμενος σελίδο[ς]	δωτήρ τε κα πεὺς Αὐσονίων πατρόθεν Ε ταῦτα μὲν οὖν θεὸς οἶδέ τινος πε ἵλαον αὐτὸν ἔχειν εἰς βί εὐξαμ ὄφρα δὲ καί συ μάθῃς τ ὔνομα γράμμα σοῖσιν ἐν ὀφθ λμοῖς όμενος σελίδο	Δ Ο Υ Λ Κ δωτήρ τε καὶ ἱππεὺς Αὐσονίων πατρόθεν Ε ταῦτα μὲν οὖν θεὸς οἶδέ τινος πε ἵλαον αὐτὸν ἔχειν εἰς βίον εὐξαμεν ὄφρα δὲ καί συ μάθῃς τήρει διὰ τοὔνομα γράμμα σοῖσιν ἐν ὀφθαλμοῖς ἀρχόμενος σελίδος	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1071.html;HD067618			271 to 330
EDCS-30100061	AE 2003, 01921 = IRT 01028	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis	101	300	101	300	tituli sacri;  tria nomina;  viri	Cl(audius) Syr/apiacu/s vo(tum) sol(vit) // [C]l(audius) Syra/piacus / vo(tum) so(lvit)	Cl Syrapiacus vo sol l Syrapiacus vo so	Claudius Syrapiacus votum solvit Claudius Syrapiacus votum solvit	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD045234;IRT1028.html			101 to 300
EDCS-30100062	AE 2003, 01922 = IRT 01029	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis	201	300	201	300	mulieres;  tituli sepulcrales;  tria nomina	[D(is) M(anibus) s(acrum?)] / Aurel[iae] / Urtica[e] / quae v[ix(it)] / ann(os) [	Aurel Urtica quae v ann	Dis Manibus sacrum Aureliae Urticae quae vixit annos	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD045235;IRT1029.html			201 to 300
EDCS-51500073	AE 2008, 01619 = AE 2014, +01454 = IRT 01067	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis	201	250	201	250	mulieres;  tituli honorarii;  tituli operum;  tria nomina;  viri	C(aio) Iulio Cer[eali] / Iulia Sev[era Ga]/[e]tulica pr[o mari]/to(?) suo statuam / iussit q[uam] / Gratill[3] / heres [3]	C Iulio Cer Iulia Sev tulica pr to suo statuam iussit q Gratill heres	Caio Iulio Cereali Iulia Severa Gaetulica pro marito suo statuam iussit quam Gratill heres	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1067.html			201 to 250
EDCS-51500074	AE 2008, 01620 = AE 2014, +01453 = IRT 01080	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis	131	170	131	170	ordo senatorius;  tituli sepulcrales;  tria nomina;  viri	M(arcus) B(ibius) Cr(escens) c(larissimus) v(ir)	M B Cr c v	Marcus Bibius Crescens clarissimus vir	lapis	cinerarium	32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1080.html			131 to 170
EDCS-51500075	AE 2008, 01621 = AE 2014, +01453	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis	131	170	131	170	nomen singulare;  ordo senatorius;  tituli fabricationis;  tituli operum;  tria nomina;  viri	Caste / M(arci) V(ibi) C(rescentis) / gar(um)	Caste M V C gar	Caste Marci Vibi Crescentis garum	opus figlinae	amphora	32.652183	14.268010						131 to 170
EDCS-51500076	AE 2008, 01622a = AE 2014, +01453	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis	131	170	131	170	ordo senatorius;  sigilla impressa;  tituli fabricationis;  tria nomina;  viri	M(arci) V(ibi) C(rescentis)	M V C	Marci Vibi Crescentis	opus figlinae		32.652183	14.268010						131 to 170
EDCS-51500077	AE 2008, 01622b	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis					tituli possessionis;  tria nomina;  viri	L(uci) P() Al()	L P Al	Luci P Al	opus figlinae		32.652183	14.268010						
EDCS-51500078	AE 2008, 01622c	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis					tituli possessionis;  tria nomina;  viri	L(uci) P() Al()	L P Al	Luci P Al	opus figlinae		32.652183	14.268010						
EDCS-71300301	AE 2014, 01481	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis	267	268	267	268	Augusti/Augustae;  tituli honorarii;  viri	Imp(eratori) Caes(ari) P(ublio) Lici[nio] / Gallieno Pi[o Fel(ici)] / Invicto A[ug(usto) pont(ifici)] / max(imo) Ger(manico) max(imo) [tr(ibunicia) pot(estate)] / XVI imp(eratori) XV co(n)s(uli) VII p(atri) p(atriae) [Lepc(itani)] / Saloniniani pub[lice]	Imp Caes P Lici Gallieno Pi Invicto A max Ger max XVI imp XV cos VII p p Saloniniani pub	Imperatori Caesari Publio Licinio Gallieno Pio Felici Invicto Augusto pontifici maximo Germanico maximo tribunicia potestate XVI imperatori XV consuli VII patri patriae Lepcitani Saloniniani publice	lapis		32.652183	14.268010						267 to 268
EDCS-75300319	AE 2016, 01843a	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis					sigilla impressa;  tituli fabricationis	T F M C F	T F M C F	T F M C F	opus figlinae		32.652183	14.268010						
EDCS-75300320	AE 2016, 01843b	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis					sigilla impressa;  tituli fabricationis;  tituli possessionis				opus figlinae		32.652183	14.268010	GR					
EDCS-78300368	AE 2017, 01682 = IRT 01085	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis	126	150	126	150	mulieres	[3] Blaesi[ll 3]	Blaesi	Blaesill	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1085.html			126 to 150
EDCS-78300369	AE 2017, 01683 = IRT 01086	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis	126	150	126	150	mulieres;  ordo senatorius;  tria nomina;  viri	M(arco) Aquilio C(ai) f(ilio) / H[a]teriano / ex volu[ntate] Aquili / Postumi patris / Aquilia Blaesilla clar(issima) / fem(ina) soror posuit	M Aquilio C f H teriano ex volu Aquili Postumi patris Aquilia Blaesilla clar fem soror posuit	Marco Aquilio Cai filio Hateriano ex voluntate Aquili Postumi patris Aquilia Blaesilla clarissima femina soror posuit	lapis		32.652183	14.268010		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$JL_EDCS-78300369_2.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1086.html			126 to 150
EDCS-78300370	AE 2017, 01684 = IRT 01087	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis	126	150	126	150	mulieres;  ordo senatorius;  tria nomina	Aquiliae C(ai) f(iliae) Blaesilla[e] / [3] optima[e	Aquiliae C f Blaesilla optimae	Aquiliae Cai filiae Blaesillae optimae	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1087.html			126 to 150
EDCS-81300088	AE 2018, 01865 = IRT 01325 = Mazzocca-2024, 00460	Africa proconsularis	Al-Khums / Khoms / Homs / Lebdah / Lebida / Labdah / Wadi Zennad / Wadi az Zannad / Leptis Magna / Lepcis Magna / Neapolis	1	300	1	300	tituli honorarii;  tituli sacri;  tituli sepulcrales;  tria nomina;  viri	[3]N Ti(beri) Caesaris Aug(usti) pro[3] / [3]e sodalis Titi frater Arvalis [3] / [3]itta ex testamento L(uci) Clodi M(arci) [f(ilii) 3]	N Ti Caesaris Aug pro e sodalis Titi frater Arvalis itta ex testamento L Clodi M	N Tiberi Caesaris Augusti pro e sodalis Titi frater Arvalis itta ex testamento Luci Clodi Marci filii	lapis		32.652183	14.268010			http://db.edcs.eu/epigr/partner.php?s_language=en&param=IRT1325.html			1 to 300
