EDCS-ID	publication	province	place	dating_from	dating_to	date_not_before	date_not_after	status	inscription	inscription_conservative_cleaning	inscription_interpretive_cleaning	material	comment	latitude	longitude	language	photo	partner_link	extra_text	extra_html	raw_dating
EDCS-08900668	AE 1980, 00926	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	T(itus) Caelius Ma[ximus(?)	T Caelius Maximus	Titus Caelius Maximus	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006031			
EDCS-08900670	AE 1980, 00928	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	Q(uintus) Cassius / Primigenius / vixit an(n)is LXI / h(ic) s(itus) e(st)	Q Cassius Primigenius vixit anis LXI h s e	Quintus Cassius Primigenius vixit annis LXI hic situs est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006037			
EDCS-08900671	AE 1980, 00929	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	Astinami Ba/ssi f(ilius) vixit an(n)/is XXX h(ic) s(itus)	Astinami Bassi f vixit anis XXX h s	Astinami Bassi filius vixit annis XXX hic situs	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006040			
EDCS-08900673	AE 1980, 00931	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	L(ucius) Volussius / L(uci) f(ilius) Arn(ensi) Primus / pius v(ixit) a(nnos) LXXV / h(ic) s(itus) e(st)	L Volussius L f Arn Primus pius v a LXXV h s e	Lucius Volussius Luci filius Arnensi Primus pius vixit annos LXXV hic situs est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006046			
EDCS-08900674	AE 1980, 00932	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	M(arcus) Selicius / Bassus pius / vi<x=CS>it annis LXX / h(ic) s(itus) e(st)	M Selicius Bassus pius viit annis LXX h s e	Marcus Selicius Bassus pius vixSit annis LXX hic situs est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006049			
EDCS-08900675	AE 1980, 00933	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  ordo equester;  tituli sepulcrales;  tria nomina;  viri	L(ucius) Egnatius Felix / vixit an(n)is / Matron(a?) vixit / annis / LV	L Egnatius Felix vixit anis Matron vixit annis LV	Lucius Egnatius Felix vixit annis Matrona vixit annis LV	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006052			
EDCS-08900676	AE 1980, 00934	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	[3 I]ulius / L(uci) f(ilius) Hor(atia) Vic/tor pius vix(it) / ann(os) II h(ic) s(itus) e(st)	ulius L f Hor Victor pius vix ann II h s e	Iulius Luci filius Horatia Victor pius vixit annos II hic situs est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006055			
EDCS-08900678	AE 1980, 00936 = AE 2015, +01736	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales;  tria nomina	D(is) M(anibus) s(acrum) / Aurelia Ma/[c]ula p(ia) vixit / annis LVI / obs(t)etrix	D M s Aurelia Ma ula p vixit annis LVI obsetrix	Dis Manibus sacrum Aurelia Macula pia vixit annis LVI obstetrix	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006061			
EDCS-08900679	AE 1980, 00937	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					nomen singulare;  tituli sepulcrales;  viri	D(is) M(anibus) s(acrum) / Victor / pius / v(ixit) a(nnos) LVIII / h(ic) s(itus) e(st)	D M s Victor pius v a LVIII h s e	Dis Manibus sacrum Victor pius vixit annos LVIII hic situs est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006064			
EDCS-08900680	AE 1980, 00938	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) / Helvius Vic/torinus v(ixit) a(nnum) I / m(enses) III d(ies) VIIII	D M s Helvius Victorinus v a I m III d VIIII	Dis Manibus sacrum Helvius Victorinus vixit annum I menses III dies VIIII	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006067			
EDCS-08900681	AE 1980, 00939	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales;  tria nomina	D(is) M(anibus) s(acrum) / Passinia / Secunda / p(ia) v(ixit) a(nnos) LXXXI / h(ic) s(ita) e(st)	D M s Passinia Secunda p v a LXXXI h s e	Dis Manibus sacrum Passinia Secunda pia vixit annos LXXXI hic sita est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006070			
EDCS-08900682	AE 1980, 00940	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales;  tria nomina;  viri	[D(is)] M(anibus) s(acrum) / Q(uintus) Ga/bini/us Vi/ctor / vix(it) an(nos) / LXXX // Valer/ia Secu/ndula / vix(it) / an(nos)	M s Q Gabinius Victor vix an LXXX Valeria Secundula vix an	Dis Manibus sacrum Quintus Gabinius Victor vixit annos LXXX Valeria Secundula vixit annos	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006073			
EDCS-08900683	AE 1980, 00941	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales;  tria nomina;  viri	Sentia / Namfa/me vixit / annis CII // L(ucius) Senti/us Bassus / vixit annis / LXXXV / d(is) M(anibus) s(acrum)	Sentia Namfame vixit annis CII L Sentius Bassus vixit annis LXXXV d M s	Sentia Namfame vixit annis CII Lucius Sentius Bassus vixit annis LXXXV dis Manibus sacrum	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006076			
EDCS-08900684	AE 1980, 00942	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) / Q(uintus) Aridius / Porus vixit / [an]nis XXII / [h(ic)] s(itus) e(st)	D M s Q Aridius Porus vixit nis XXII s e	Dis Manibus sacrum Quintus Aridius Porus vixit annis XXII hic situs est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006079			
EDCS-08900685	AE 1980, 00943	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) / Magullius Vic/toricus vi{c}xit / annis n(umero) XVIIII // H(ic) s(itus) e(st)	D M s Magullius Victoricus vicxit annis n XVIIII H s e	Dis Manibus sacrum Magullius Victoricus vixit annis numero XVIIII Hic situs est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006082			
EDCS-08900686	AE 1980, 00944	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) / Q(uintus) Areli/us Candi/dus amic/us patri(a)e / o<b=P>servato/r amicoru(m) / v(i)x(it) an(nos) LVIII m(enses) IIII	D M Q Arelius Candidus amicus patrie oPservator amicoru vx an LVIII m IIII	Dis Manibus Quintus Arelius Candidus amicus patriae observator amicorum vixit annos LVIII menses IIII	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006714			
EDCS-81300123	AE 2018, 01915	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris	163	167	163	167	ordo senatorius;  tituli possessionis;  tria nomina;  viri	X(librae) // Ex auctorit(ate) Q(uinti) Iuni Rustici pr(aefecti) ur(bi) v(iri) c(larissimi) // X(librae)	X Ex auctorit Q Iuni Rustici pr ur v c X	Xlibrae Ex auctoritate Quinti Iuni Rustici praefecti urbi viri clarissimi Xlibrae	lapis	pondus	35.8571565	9.2014433						163 to 167
EDCS-08900672	AEA 2008, +00023 = AE 1980, 00930	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  nomen singulare;  tituli sepulcrales;  tria nomina;  viri	Faustilla / Vibulli [Im]/petrati [1] / piae(!) v(ixit) a(nnos) / [	Faustilla Vibulli petrati piae v a	Faustilla Vibulli Impetrati piae vixit annos	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD006043			
EDCS-03700795	AfrRom-10-02-682 = AE 1993, 01727	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					inscriptiones christianae;  mulieres;  tituli sepulcrales;  tria nomina	Iulia Ansara qui et Hono/ratiana casta puella fidelis / in pace vixit annis(!) XVII menses VI (h)oras III	Iulia Ansara qui et Honoratiana casta puella fidelis in pace vixit annis XVII menses VI oras III	Iulia Ansara qui et Honoratiana casta puella fidelis in pace vixit annis XVII menses VI horas III			35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053056			
EDCS-03700796	AfrRom-10-02-682 = AE 1993, 01728	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					inscriptiones christianae;  nomen singulare;  tituli sepulcrales;  viri	Acepius / in pace vi<x=CS>it / annis duobus / die(bus) XVIIII / (h)ora(s!) VIIII	Acepius in pace viit annis duobus die XVIIII ora VIIII	Acepius in pace vixSit annis duobus diebus XVIIII horas VIIII			35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053057			
EDCS-03700797	AfrRom-10-02-683 = AE 1993, 01729	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					inscriptiones christianae;  tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) / Α Ω / Ispendeu(s) fi/delis <v=B>i<x=CS>it in / pace an(n)is [3] m(ense) / die et (h)ora	D M s Α Ω Ispendeu fidelis Biit in pace anis m die et ora	Dis Manibus sacrum Α Ω Ispendeus fidelis vixSit in pace annis mense die et hora			35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053097;bu_AE%26bibl_volume=1993%26bibl_subvolume=%26bibl_insc=1729			
EDCS-03700798	AfrRom-10-02-684 = AE 1993, 01730	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					inscriptiones christianae;  tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) / Iulius Nabor / vi<x=SS>it in pace{m} an/nos quadrag/inta mense/m [et] die(s) XVII / [h(oras?)] VII	D M s Iulius Nabor viit in pacem annos quadraginta mensem die XVII VII	Dis Manibus sacrum Iulius Nabor vixSit in pace annos quadraginta mensem et dies XVII horas VII			35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053058			
EDCS-48200121	AfrRom-1985, p 101	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					nomen singulare;  tituli sepulcrales;  viri	[P]astor(?) Imilconis / [3]ntinis f(ilius) vix(i)t / [an]nis XXXX[	astor Imilconis ntinis f vixt nis XXXX	Pastor Imilconis ntinis filius vixit annis XXXX	lapis		35.8571565	9.2014433		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AfrRom-01-101.jpg				
EDCS-48200122	AfrRom-1985, p 102 = Mactaris-02, 00004	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	M(arcus) Iulius / Saturnin/us p(ius) v(ixit) a(nnos) (!)	M Iulius Saturninus p v a	Marcus Iulius Saturninus pius vixit annos	lapis		35.8571565	9.2014433		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AfrRom-01-102.jpg;$JL_Mactaris-02_00004 .jpg				
EDCS-48200123	AfrRom-1985, p 103 = Mactaris-03, 00001	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) / [L]icinia / [V]ictorilla / pia / vixit ann/is XXXVI // Q(uintus) Licinius / Efficax / pius vixit / annis / LXXVIIII // h(ic) s(iti) s(unt)	D M s icinia ictorilla pia vixit annis XXXVI Q Licinius Efficax pius vixit annis LXXVIIII h s s	Dis Manibus sacrum Licinia Victorilla pia vixit annis XXXVI Quintus Licinius Efficax pius vixit annis LXXVIIII hic siti sunt	lapis		35.8571565	9.2014433		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AfrRom-01-103.jpg				
EDCS-74700031	AntAfr-2018-85	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris	163	167	163	167	ordo senatorius;  tituli possessionis;  tria nomina;  viri	Ex auctorit(ate) Q(uinti) Iuni Rustici pr(aefecti) u(rbi) v(iri) c(larissimi) // X(librae)	Ex auctorit Q Iuni Rustici pr u v c X	Ex auctoritate Quinti Iuni Rustici praefecti urbi viri clarissimi Xlibrae			35.8571565	9.2014433		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AntAfr-2018-85.jpg;$AntAfr-2018-85_1.jpg;$AntAfr-2018-85_2.jpg;$AntAfr-2018-85_3.jpg;$AntAfr-2018-85_4.jpg;$AntAfr-2018-85_5.jpg;$AntAfr-2018-85_6.jpg				163 to 167
EDCS-43500042	BCTH-1901-CLXVIII = Mactaris-03, 00018	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales;  tria nomina	D(is) M(anibus) s(acrum) / Cossidia L(uci) f(ilia) / Maior p(ia) v(ixit) / a(nnos) L h(ic) s(ita) e(st)	D M s Cossidia L f Maior p v a L h s e	Dis Manibus sacrum Cossidia Luci filia Maior pia vixit annos L hic sita est	lapis		35.8571565	9.2014433						
EDCS-44400340	BCTH-1908-CLXII	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) / S(extus) Kachenius / Quintulus p(ius) / v(ixit) an(nos) L p(lus) m(inus)	D M s S Kachenius Quintulus p v an L p m	Dis Manibus sacrum Sextus Kachenius Quintulus pius vixit annos L plus minus	lapis		35.8571565	9.2014433						
EDCS-08600875	BCTH-1923-CXC = ILTun-01, 00559a	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) sac(rum) / L(ucius) Cassius Ian/uarius Severi/anus pius vixit / annis XL h(ic) s(itus) e(st)	D M sac L Cassius Ianuarius Severianus pius vixit annis XL h s e	Dis Manibus sacrum Lucius Cassius Ianuarius Severianus pius vixit annis XL hic situs est	lapis		35.8571565	9.2014433						
EDCS-45900046	BCTH-1923-CXCIII = Hugenberg-2005, 00674	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris	312	324	312	324	Augusti/Augustae;  miliaria;  viri	DDD(ominis?) nn(ostris) / Flavio / Valerio / Constantino SEI / [6] / [6] / Augg(ustis) / I[	DDD nn Flavio Valerio Constantino SEI Augg I	DDDominis nnostris Flavio Valerio Constantino SEI Auggustis I	lapis		35.8571565	9.2014433						312 to 324
EDCS-47100052	BCTH-1943/45-460	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales	]/s me[3] / filia Mac[	s me filia Mac	s me filia Mac	lapis		35.8571565	9.2014433						
EDCS-47100051	BCTH-1943/45-460	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris						]arri[	arri	arri	lapis		35.8571565	9.2014433						
EDCS-47100053	BCTH-1943/45-462	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris						NVASV[	NVASV	NVASV	lapis		35.8571565	9.2014433						
EDCS-47100055	BCTH-1943/45-462	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris						]sata [3] / [3]V[	sata V	sata V	lapis		35.8571565	9.2014433						
EDCS-47100054	BCTH-1943/45-462	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  viri	]aticu[s] / [vixi]t an[nos	aticu t annos	aticus vixit annos	lapis		35.8571565	9.2014433						
EDCS-46900004	BCTH-1946/49-119	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) / Modius / Honora/tus vixit / annis V	D M s Modius Honoratus vixit annis V	Dis Manibus sacrum Modius Honoratus vixit annis V	lapis		35.8571565	9.2014433						
EDCS-46900003	BCTH-1946/49-119	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris						]crimis ci[3] / [3]mo positum a[	crimis ci mo positum a	crimis ci mo positum a	lapis		35.8571565	9.2014433						
EDCS-47100056	BCTH-1946/49-157 = Mactaris-01, 00014	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	L(ucius) Iulius C(ai) f(ilius) / Romanus / v(ixit) a(nnos) III / h(ic) s(itus) e(st)	L Iulius C f Romanus v a III h s e	Lucius Iulius Cai filius Romanus vixit annos III hic situs est	lapis		35.8571565	9.2014433						
EDCS-47100057	BCTH-1946/49-157 = Mactaris-01, 00019	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales;  tria nomina	Iulia Venusta / v(ixit) a(nnos) XXXXV / h(ic) s(ita) e(st)	Iulia Venusta v a XXXXV h s e	Iulia Venusta vixit annos XXXXV hic sita est	lapis		35.8571565	9.2014433						
EDCS-47100059	BCTH-1946/49-159	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris						]SCVA[3] / [3]ncta vili Fortu[3] / [3] muro ma<g=C>is tellure [3] / [3]va nascendL[3] / [3]unpia <b=V>ene sua [3] / [3]LOIV solus in <v=B>ita [	SCVA ncta vili Fortu muro maCis tellure va nascendL unpia Vene sua LOIV solus in Bita	SCVA ncta vili Fortu muro magis tellure va nascendL unpia bene sua LOIV solus in vita	lapis		35.8571565	9.2014433						
EDCS-47100058	BCTH-1946/49-159	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  viri	Vin]cent<i=Z>u[s] / h(ic) s(itus) e(st)	VincentZu h s e	Vincentius hic situs est	lapis		35.8571565	9.2014433						
EDCS-15100013	BCTH-1946/49-227 = Mactaris-01, 00030 = AE 1949, 00030	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					liberti/libertae;  mulieres;  ordo equester;  tituli sepulcrales;  tria nomina;  viri	T(ito) Flavio Aug(usti) lib(erto) Sym/phoro proc(uratori) Aug(usti) IIII p(ublicorum) A(fricae) / Nasenniae Haeresis patri piissi/mo et sibi et suis solo suo pecunia / sua fac(iendum) cur(avit)	T Flavio Aug lib Symphoro proc Aug IIII p A Nasenniae Haeresis patri piissimo et sibi et suis solo suo pecunia sua fac cur	Tito Flavio Augusti liberto Symphoro procuratori Augusti IIII publicorum Africae Nasenniae Haeresis patri piissimo et sibi et suis solo suo pecunia sua faciendum curavit	lapis		35.8571565	9.2014433		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AE_1949_00030.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD027522;1ae1949-17;1ae1949-18			
EDCS-47100062	BCTH-1946/49-228	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales	II[3]RN[3]IPII[3] / vix(it) an[no]s VII[3] / [3 h(ic)] s(itus?) e[st(?)	II RN IPII vix an s VII s est	II RN IPII vixit annos VII hic situs est	lapis		35.8571565	9.2014433						
EDCS-47100061	BCTH-1946/49-228	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	[D]is [M(anibus)] / [3]mini[us(?)] / [3 F]elix p(ius) [v(ixit)] / [an(nos)] X m(enses) V / [h(ic)] s(itus) e(st)	is mini elix p X m V s e	Dis Manibus minius Felix pius vixit annos X menses V hic situs est	lapis		35.8571565	9.2014433						
EDCS-47100060	BCTH-1946/49-228 = Mactaris-01, 00008	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	M(arcus) Helvius / Barnaeus / vix(it) ann(os) LV h(ic) s(itus) est	M Helvius Barnaeus vix ann LV h s est	Marcus Helvius Barnaeus vixit annos LV hic situs est	lapis		35.8571565	9.2014433						
